,CRASH_HOUR,Month,Unnamed: 0,CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Year
193,16,2,44,44,2,44,44,44,44,44,44,44,44,38,44,44,44,44,44,9,2,10,44,44,44,44,44,44,44,44,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
194,16,3,60,60,7,60,60,60,60,60,60,60,60,51,60,60,60,60,60,16,4,15,60,60,60,60,60,60,60,60,0,0,1,1,1,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
195,16,4,49,49,1,49,49,49,49,49,49,49,49,34,49,49,49,49,49,10,2,11,49,49,49,49,49,49,49,49,2,3,1,1,1,0,49,49,49,49,49,49,49,49,49,49,49,48,48,48,49
196,16,5,66,66,9,66,66,66,66,66,66,66,66,55,66,66,66,66,66,16,3,12,66,66,66,66,66,66,66,66,1,1,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
197,16,6,56,56,8,56,56,56,56,56,56,56,56,43,56,56,56,56,56,12,2,13,56,56,56,56,56,56,56,56,0,1,1,2,1,0,56,56,56,56,56,56,56,56,56,56,56,55,55,55,56
198,16,7,65,65,5,65,65,65,65,65,65,65,65,60,65,65,65,65,65,15,4,15,65,65,65,65,65,65,65,65,0,1,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,64,64,64,65
199,16,8,67,67,8,67,67,67,67,67,67,67,67,55,67,67,67,67,67,12,3,14,67,67,67,67,67,67,67,67,2,1,0,0,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
200,16,9,94,94,11,94,94,94,94,94,94,94,94,76,94,94,94,93,94,16,5,22,94,94,94,94,94,94,94,94,1,0,1,0,0,0,94,93,93,93,93,93,93,93,93,94,94,93,93,93,94
201,16,10,93,93,5,93,93,93,93,93,93,93,93,80,93,93,93,93,93,14,7,14,93,93,93,93,93,93,93,93,0,0,1,0,0,0,93,92,92,92,92,92,92,92,92,93,93,92,92,92,93
202,16,11,96,96,6,96,96,96,96,96,96,96,96,77,96,96,96,94,96,20,7,22,96,96,96,96,96,96,96,96,0,1,0,0,0,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
203,16,12,86,86,4,86,86,86,86,86,86,86,86,69,86,86,86,82,86,11,0,27,86,86,86,86,86,86,86,86,0,0,0,0,0,0,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
204,17,1,66,66,6,66,66,66,66,66,66,66,66,55,66,66,66,66,66,18,2,16,66,66,66,66,66,66,66,66,1,1,0,0,0,0,66,65,65,65,65,65,65,65,65,66,66,66,66,66,66
205,17,2,36,36,4,36,36,36,36,36,36,36,36,29,36,36,36,36,36,8,3,10,36,36,36,36,36,36,36,36,0,0,0,0,0,0,36,36,36,36,36,36,36,36,36,36,36,35,35,35,36
206,17,3,62,62,7,62,62,62,62,62,62,62,62,54,62,62,62,62,62,12,2,16,62,62,62,62,62,62,62,62,0,0,0,2,2,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
207,17,4,65,65,9,65,65,65,65,65,65,65,65,53,65,65,65,65,65,17,2,12,65,65,65,65,65,65,65,65,2,3,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
208,17,5,59,59,4,59,59,59,59,59,59,59,59,51,59,59,59,59,59,9,2,16,59,59,59,59,59,59,59,59,0,0,0,0,0,0,59,59,59,59,59,59,59,59,59,59,59,58,58,58,59
209,17,6,57,57,4,57,57,57,57,57,57,57,57,46,57,57,57,57,57,13,3,10,57,57,57,57,57,57,57,57,1,2,0,1,1,0,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
210,17,7,57,57,4,57,57,57,57,57,57,57,57,45,57,57,57,57,57,6,3,12,57,57,57,57,57,57,57,57,1,0,1,0,0,0,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
211,17,8,89,89,10,89,89,89,89,89,89,89,89,72,89,89,89,89,89,13,0,16,89,89,89,89,89,89,89,89,2,1,1,1,1,0,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
212,17,9,80,80,6,80,80,80,80,80,80,80,80,67,80,80,80,79,80,14,2,16,80,80,80,80,80,80,80,80,2,1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
213,17,10,66,66,9,66,66,66,66,66,66,66,66,55,66,66,66,65,66,11,0,15,66,66,66,66,66,66,66,66,2,0,0,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
214,17,11,94,94,3,94,94,94,94,94,94,94,94,71,94,94,94,91,94,21,2,27,94,94,94,94,94,94,94,94,0,0,0,0,0,0,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
215,17,12,92,92,5,92,92,92,92,92,92,92,92,73,92,92,92,89,92,12,2,16,92,92,92,92,92,92,92,92,3,1,1,0,0,0,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
216,18,1,42,42,6,42,42,42,42,42,42,42,42,35,42,42,42,42,42,6,2,9,42,42,42,42,42,42,42,42,1,2,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
217,18,2,43,43,4,43,43,43,43,43,43,43,43,33,43,43,43,43,43,11,1,12,43,43,43,43,43,43,43,43,0,0,0,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
218,18,3,51,51,3,51,51,51,51,51,51,51,51,40,51,51,51,51,51,13,3,9,51,51,51,51,51,51,51,51,2,3,0,0,0,0,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
219,18,4,43,43,4,43,43,43,43,43,43,43,43,34,43,43,43,43,43,11,2,11,43,43,43,43,43,43,43,43,1,1,0,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
220,18,5,44,44,4,44,44,44,44,44,44,44,44,38,44,44,44,44,44,4,2,11,44,44,44,44,44,44,44,44,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
221,18,6,47,47,2,47,47,47,47,47,47,47,47,36,47,47,47,47,47,11,1,13,47,47,47,47,47,47,47,47,1,1,0,0,0,0,47,46,46,46,46,46,46,46,46,47,47,47,47,47,47
222,18,7,49,49,3,49,49,49,49,49,49,49,49,39,49,49,49,49,49,11,2,14,49,49,49,49,49,49,49,49,0,0,0,0,0,0,49,49,49,49,49,49,49,49,49,49,49,48,48,48,49
223,18,8,57,57,6,57,57,57,57,57,57,57,57,44,57,57,57,57,57,4,4,19,57,57,57,57,57,57,57,57,0,1,0,0,0,0,57,57,57,57,57,57,57,57,57,57,57,56,56,56,57
224,18,9,49,49,6,49,49,49,49,49,49,49,49,39,49,49,49,48,49,5,1,7,49,49,49,49,49,49,49,49,1,0,0,0,0,0,49,49,49,49,49,49,49,49,49,49,49,48,48,48,49
225,18,10,73,73,8,73,73,73,73,73,73,73,73,65,73,73,73,71,73,16,2,13,73,73,73,73,73,73,73,73,2,1,0,1,1,0,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
226,18,11,74,74,7,74,74,74,74,74,74,74,74,60,74,74,74,72,74,8,2,18,74,74,74,74,74,74,74,74,0,1,3,0,0,0,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
227,18,12,82,82,3,82,82,82,82,82,82,82,82,67,82,82,82,81,82,15,2,23,82,82,82,82,82,82,82,82,0,1,0,0,0,0,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
228,19,1,25,25,5,25,25,25,25,25,25,25,25,23,25,25,25,25,25,3,2,9,25,25,25,25,25,25,25,25,1,1,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
229,19,2,25,25,3,25,25,25,25,25,25,25,25,21,25,25,25,25,25,1,3,8,25,25,25,25,25,25,25,25,1,0,0,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
230,19,3,21,21,3,21,21,21,21,21,21,21,21,15,21,21,21,21,21,1,1,6,21,21,21,21,21,21,21,21,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
231,19,4,23,23,2,23,23,23,23,23,23,23,23,18,23,23,23,23,23,3,3,10,23,23,23,23,23,23,23,23,0,0,0,0,0,0,23,23,23,23,23,23,23,23,23,23,23,22,22,22,23
232,19,5,30,30,5,30,30,30,30,30,30,30,30,23,30,30,30,30,30,4,2,7,30,30,30,30,30,30,30,30,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
233,19,6,22,22,4,22,22,22,22,22,22,22,22,17,22,22,22,21,22,4,0,5,22,22,22,22,22,22,22,22,0,0,0,1,1,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
234,19,7,37,37,6,37,37,37,37,37,37,37,37,35,37,37,37,37,37,7,1,15,37,37,37,37,37,37,37,37,1,1,0,0,0,0,37,37,37,37,37,37,37,37,37,37,37,36,36,36,37
235,19,8,44,44,3,44,44,44,44,44,44,44,44,39,44,44,44,44,44,7,2,10,44,44,44,44,44,44,44,44,0,0,0,0,0,0,44,43,43,43,43,43,43,43,43,44,44,44,44,44,44
236,19,9,34,34,2,34,34,34,34,34,34,34,34,33,34,34,34,34,34,8,1,7,34,34,34,34,34,34,34,34,0,1,0,1,1,1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
237,19,10,53,53,7,53,53,53,53,53,53,53,53,39,53,53,53,52,53,13,3,13,53,53,53,53,53,53,53,53,2,0,2,0,0,0,53,53,53,53,53,53,53,53,53,53,53,52,52,52,53
238,19,11,51,51,8,51,51,51,51,51,51,51,51,42,51,51,51,50,51,9,3,14,51,51,51,51,51,51,51,51,2,2,0,2,2,0,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
239,19,12,50,50,5,50,50,50,50,50,50,50,50,34,50,50,50,49,50,10,1,13,50,50,50,50,50,50,50,50,1,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,49,49,49,50
240,20,1,19,19,2,19,19,19,19,19,19,19,19,17,19,19,19,19,19,2,3,3,19,19,19,19,19,19,19,19,1,0,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
241,20,2,10,10,3,10,10,10,10,10,10,10,10,9,10,10,10,10,10,2,1,4,10,10,10,10,10,10,10,10,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
242,20,3,19,19,3,19,19,19,19,19,19,19,19,18,19,19,19,19,19,3,2,6,19,19,19,19,19,19,19,19,1,0,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
243,20,4,22,22,4,22,22,22,22,22,22,22,22,18,22,22,22,22,22,4,1,7,22,22,22,22,22,22,22,22,0,3,0,1,1,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
244,20,5,24,24,4,24,24,24,24,24,24,24,24,22,24,24,24,24,24,3,3,9,24,24,24,24,24,24,24,24,1,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
245,20,6,18,18,2,18,18,18,18,18,18,18,18,14,18,18,18,18,18,0,0,5,18,18,18,18,18,18,18,18,1,0,0,0,0,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
246,20,7,20,20,5,20,20,20,20,20,20,20,20,16,20,20,20,20,20,2,1,5,20,20,20,20,20,20,20,20,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
247,20,8,36,36,6,36,36,36,36,36,36,36,36,28,36,36,36,36,36,4,1,12,36,36,36,36,36,36,36,36,0,0,0,0,0,0,36,36,36,36,36,36,36,36,36,36,36,35,35,35,36
248,20,9,42,42,5,42,42,42,42,42,42,42,42,31,42,42,42,42,42,8,3,13,42,42,42,42,42,42,42,42,0,0,0,1,1,0,42,42,42,42,42,42,42,42,42,42,42,41,41,41,42
249,20,10,44,44,5,44,44,44,44,44,44,44,44,38,44,44,44,44,44,5,5,15,44,44,44,44,44,44,44,44,4,1,0,0,0,0,44,43,43,43,43,43,43,43,43,44,44,44,44,44,44
250,20,11,39,39,3,39,39,39,39,39,39,39,39,33,39,39,39,38,39,9,0,10,39,39,39,39,39,39,39,39,1,0,0,1,0,0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
251,20,12,38,38,6,38,38,38,38,38,38,38,38,31,38,38,38,37,38,9,1,13,38,38,38,38,38,38,38,38,1,0,0,0,0,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
252,21,1,19,19,3,19,19,19,19,19,19,19,19,17,19,19,19,19,19,4,1,7,19,19,19,19,19,19,19,19,0,0,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
253,21,2,16,16,5,16,16,16,16,16,16,16,16,14,16,16,16,16,16,5,1,4,16,16,16,16,16,16,16,16,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
254,21,3,25,25,4,25,25,25,25,25,25,25,25,22,25,25,25,25,25,6,1,8,25,25,25,25,25,25,25,25,1,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
255,21,4,20,20,2,20,20,20,20,20,20,20,20,19,20,20,20,20,20,4,2,6,20,20,20,20,20,20,20,20,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
256,21,5,31,31,7,31,31,31,31,31,31,31,31,26,31,31,31,31,31,13,0,7,31,31,31,31,31,31,31,31,1,1,0,1,0,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
257,21,6,15,15,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,4,1,7,15,15,15,15,15,15,15,15,1,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
258,21,7,16,16,2,16,16,16,16,16,16,16,16,12,16,16,16,16,16,1,0,3,16,16,16,16,16,16,16,16,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
259,21,8,29,29,5,29,29,29,29,29,29,29,29,22,29,29,29,29,29,5,1,7,29,29,29,29,29,29,29,29,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
260,21,9,27,27,4,27,27,27,27,27,27,27,27,22,27,27,27,27,27,0,0,9,27,27,27,27,27,27,27,27,1,1,0,1,1,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
261,21,10,36,36,6,36,36,36,36,36,36,36,36,32,36,36,36,36,36,6,1,18,36,36,36,36,36,36,36,36,1,2,0,0,0,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
262,21,11,28,28,0,28,28,28,28,28,28,28,28,24,28,28,28,27,28,7,0,8,28,28,28,28,28,28,28,28,1,0,0,1,1,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
263,21,12,20,20,2,20,20,20,20,20,20,20,20,17,20,20,20,20,20,5,0,9,20,20,20,20,20,20,20,20,3,0,0,1,1,0,20,19,19,19,19,19,19,19,19,20,20,20,20,20,20
264,22,1,15,15,2,15,15,15,15,15,15,15,15,13,15,15,15,15,15,6,2,5,15,15,15,15,15,15,15,15,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
265,22,2,11,11,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,0,3,11,11,11,11,11,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
266,22,3,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,0,5,9,9,9,9,9,9,9,9,0,1,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
267,22,4,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,9,1,7,18,18,18,18,18,18,18,18,0,0,0,0,0,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
268,22,5,14,14,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,6,14,14,14,14,14,14,14,14,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
269,22,6,20,20,2,20,20,20,20,20,20,20,20,17,20,20,20,20,20,2,0,10,20,20,20,20,20,20,20,20,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
270,22,7,27,27,6,27,27,27,27,27,27,27,27,20,27,27,27,27,27,6,0,12,27,27,27,27,27,27,27,27,1,1,0,0,0,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
271,22,8,35,35,6,35,35,35,35,35,35,35,35,29,35,35,35,35,35,6,0,16,35,35,35,35,35,35,35,35,1,0,0,0,0,0,35,34,34,34,34,34,34,34,34,35,35,35,35,35,35
272,22,9,23,23,5,23,23,23,23,23,23,23,23,21,23,23,23,23,23,2,1,12,23,23,23,23,23,23,23,23,0,0,0,0,0,0,23,23,23,23,23,23,23,23,23,23,23,22,22,22,23
273,22,10,34,34,5,34,34,34,34,34,34,34,34,28,34,34,34,33,34,6,1,17,34,34,34,34,34,34,34,34,1,2,0,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
274,22,11,22,22,2,22,22,22,22,22,22,22,22,21,22,22,22,21,22,4,0,6,22,22,22,22,22,22,22,22,0,1,0,0,0,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
275,22,12,29,29,2,29,29,29,29,29,29,29,29,27,29,29,29,29,29,4,0,12,29,29,29,29,29,29,29,29,1,2,1,0,0,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
276,23,1,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,0,2,11,11,11,11,11,11,11,11,0,0,1,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
277,23,2,10,10,0,10,10,10,10,10,10,10,10,9,10,10,10,10,10,0,1,2,10,10,10,10,10,10,10,10,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
278,23,3,15,15,2,15,15,15,15,15,15,15,15,14,15,15,15,15,15,1,1,8,15,15,15,15,15,15,15,15,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,14,14,14,15
279,23,4,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,6,10,10,10,10,10,10,10,10,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
280,23,5,18,18,4,18,18,18,18,18,18,18,18,16,18,18,18,18,18,2,0,6,18,18,18,18,18,18,18,18,0,0,0,0,0,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
281,23,6,14,14,0,14,14,14,14,14,14,14,14,11,14,14,14,14,14,5,0,6,14,14,14,14,14,14,14,14,0,1,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
282,23,7,20,20,2,20,20,20,20,20,20,20,20,17,20,20,20,20,20,4,0,10,20,20,20,20,20,20,20,20,2,1,0,1,1,0,20,20,20,20,20,20,20,20,20,20,20,19,19,19,20
283,23,8,21,21,1,21,21,21,21,21,21,21,21,18,21,21,21,21,21,2,1,6,21,21,21,21,21,21,21,21,1,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,20,20,20,21
284,23,9,28,28,2,28,28,28,28,28,28,28,28,23,28,28,28,28,28,4,1,14,28,28,28,28,28,28,28,28,0,0,0,0,0,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
285,23,10,23,23,4,23,23,23,23,23,23,23,23,21,23,23,23,23,23,3,0,13,23,23,23,23,23,23,23,23,0,1,0,0,0,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
286,23,11,29,29,3,29,29,29,29,29,29,29,29,28,29,29,29,29,29,4,1,12,29,29,29,29,29,29,29,29,0,0,0,0,0,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
287,23,12,35,35,5,35,35,35,35,35,35,35,35,27,35,35,35,35,35,4,1,14,35,35,35,35,35,35,35,35,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
